IBGE;NU_IDENTIFICADOR;q55_3;q55_9;q55_10;q55_11;q55_12;q55_13;q55_14;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d55_2_Faixas_etarias;d55_9;d55_11;d55_9bin1;d55_9bin2;d55_9bin3;d55_10bin1;d55_10bin2;d55_10bin3;d55_10bin4;d55_10bin5;d55_11bin1;d55_11bin2;d55_11bin3;d55_11bin4;d55_9bin1_sum;d55_9bin2_sum;d55_9bin3_sum;d55_10bin1_sum;d55_10bin2_sum;d55_10bin3_sum;d55_10bin4_sum;d55_10bin5_sum;d55_11bin1_sum;d55_11bin2_sum;d55_11bin3_sum;d55_11bin4_sum;nu_trabalhadores
316160;3,1616E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/08/2023;3161601;Minas gerais;Região Sudeste;São Geraldo da Piedade;152,336;3305;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;3;1;1;;;1;;;;3;3
316160;3,1616E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;01/08/2023;3161601;Minas gerais;Região Sudeste;São Geraldo da Piedade;152,336;3305;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;1;1;;;1;;;;3;3
316160;3,1616E+12;Masculino;Superior Completo;Pedagoga(o);Servidor(a) Temporária(o);Coordenador(a);De 21 a 30 horas semanais;01/08/2023;3161601;Minas gerais;Região Sudeste;São Geraldo da Piedade;152,336;3305;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;;3;1;1;;;1;;;;3;3
316180;3,1618E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;10/05/2021;3161809;Minas gerais;Região Sudeste;São Gonçalo do Pará;265,73;11770;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;4;;1;;1;1;;;;4;4
316180;3,1618E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/01/2022;3161809;Minas gerais;Região Sudeste;São Gonçalo do Pará;265,73;11770;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;4;;1;;1;1;;;;4;4
316180;3,1618E+12;Masculino;Superior Completo;Outra formação de nível superior;Servidor(a) Temporária(o);Coordenador(a);De 31 a 40 horas semanais;13/01/2023;3161809;Minas gerais;Região Sudeste;São Gonçalo do Pará;265,73;11770;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;;4;;1;;1;1;;;;4;4
316180;3,1618E+12;Feminino;Superior Completo;Advogada(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;06/10/2023;3161809;Minas gerais;Região Sudeste;São Gonçalo do Pará;265,73;11770;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;;;4;;1;;1;1;;;;4;4
316470;3,1647E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/10/2023;3164704;Minas gerais;Região Sudeste;São Sebastião do Paraíso;814,925;71796;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;3;;1;;;2;2;;;1;3
316470;3,1647E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Coordenador(a);De 31 a 40 horas semanais;01/10/2023;3164704;Minas gerais;Região Sudeste;São Sebastião do Paraíso;814,925;71796;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;1;;;2;2;;;1;3
316470;3,1647E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/10/2023;3164704;Minas gerais;Região Sudeste;São Sebastião do Paraíso;814,925;71796;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;1;;;2;2;;;1;3
316555;3,16555E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;Até 10 horas semanais;08/07/2013;3165552;Minas gerais;Região Sudeste;Setubinha;534,655;9917;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;;1;;;1;1;;;1;2
316555;3,16555E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;28/04/2022;3165552;Minas gerais;Região Sudeste;Setubinha;534,655;9917;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;2;;1;;;1;1;;;1;2
316730;3,1673E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 41 a 44 horas semanais;10/10/2019;3167301;Minas gerais;Região Sudeste;Silveirânia;157,456;2323;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
316730;3,1673E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 41 a 44 horas semanais;07/01/2022;3167301;Minas gerais;Região Sudeste;Silveirânia;157,456;2323;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
316870;3,1687E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;02/08/2023;3168705;Minas gerais;Região Sudeste;Timóteo;144,381;81579;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;1;;;2;2;;1;;3
316870;3,1687E+12;Feminino;Especialização;Psicóloga(o);Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;01/08/2023;3168705;Minas gerais;Região Sudeste;Timóteo;144,381;81579;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Comissionado;;;Nível Superior;;;;;Psicólogo;;;Comissionado;;;;3;;1;;;2;2;;1;;3
316870;3,1687E+12;Masculino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;06/07/2023;3168705;Minas gerais;Região Sudeste;Timóteo;144,381;81579;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;1;;;2;2;;1;;3
316940;3,1694E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;16/05/2023;3169406;Minas gerais;Região Sudeste;Três Pontas;689,794;55255;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;;2;;;1;1;;;2;3
316940;3,1694E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;26/06/2023;3169406;Minas gerais;Região Sudeste;Três Pontas;689,794;55255;Médio;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;2;;;1;1;;;2;3
316940;3,1694E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Coordenador(a);De 41 a 44 horas semanais;04/07/2023;3169406;Minas gerais;Região Sudeste;Três Pontas;689,794;55255;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;3;;2;;;1;1;;;2;3
317010;3,1701E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/09/2023;3170107;Minas gerais;Região Sudeste;Uberaba;4523,957;337836;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;6;1;3;;1;1;6;;;1;7
317010;3,1701E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Coordenador(a);De 31 a 40 horas semanais;01/06/2022;3170107;Minas gerais;Região Sudeste;Uberaba;4523,957;337836;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;6;1;3;;1;1;6;;;1;7
317010;3,1701E+12;Feminino;Superior Incompleto;Profissional de nível médio;Servidor(a) Estatutária(o);Cuidador(a);De 21 a 30 horas semanais;27/01/2018;3170107;Minas gerais;Região Sudeste;Uberaba;4523,957;337836;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;;1;6;1;3;;1;1;6;;;1;7
317010;3,1701E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;29/03/2022;3170107;Minas gerais;Região Sudeste;Uberaba;4523,957;337836;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;6;1;3;;1;1;6;;;1;7
317010;3,1701E+12;Feminino;Especialização;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;22/08/2022;3170107;Minas gerais;Região Sudeste;Uberaba;4523,957;337836;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;1;6;1;3;;1;1;6;;;1;7
317010;3,1701E+12;Feminino;Superior Completo;Pedagoga(o);Servidor(a) Estatutária(o);Outros;De 11 a 20 horas semanais;02/10/2000;3170107;Minas gerais;Região Sudeste;Uberaba;4523,957;337836;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;Pedagogo;;;;;Servidor Estatutário;;;;;1;6;1;3;;1;1;6;;;1;7
317010;3,1701E+12;Feminino;Superior Completo;Advogada(o);Servidor(a) Estatutária(o);Outros;De 21 a 30 horas semanais;07/02/2012;3170107;Minas gerais;Região Sudeste;Uberaba;4523,957;337836;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;Advogado;;Servidor Estatutário;;;;;1;6;1;3;;1;1;6;;;1;7
317020;3,1702E+12;Feminino;Superior Completo;Pedagoga(o);Empregada(o) Privada(o) (CLT);Coordenador(a);De 31 a 40 horas semanais;04/01/2016;3170206;Minas gerais;Região Sudeste;Uberlândia;4115,206;713224;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;1;7;1;3;;;3;;;;8;8
317020;3,1702E+12;Feminino;Médio Completo;Profissional de nível médio;Empregada(o) Privada(o) (CLT);Apoio Administrativo;De 21 a 30 horas semanais;22/10/2018;3170206;Minas gerais;Região Sudeste;Uberlândia;4115,206;713224;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;1;7;1;3;;;3;;;;8;8
317020;3,1702E+12;Feminino;Especialização;Psicóloga(o);Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;09/09/2020;3170206;Minas gerais;Região Sudeste;Uberlândia;4115,206;713224;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;1;7;1;3;;;3;;;;8;8
317020;3,1702E+12;Feminino;Superior Completo;Psicóloga(o);Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;22/05/2020;3170206;Minas gerais;Região Sudeste;Uberlândia;4115,206;713224;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;1;7;1;3;;;3;;;;8;8
317020;3,1702E+12;Feminino;Especialização;Psicóloga(o);Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;15/10/2018;3170206;Minas gerais;Região Sudeste;Uberlândia;4115,206;713224;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;1;7;1;3;;;3;;;;8;8
317020;3,1702E+12;Feminino;Superior Completo;Assistente Social;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;16/09/2020;3170206;Minas gerais;Região Sudeste;Uberlândia;4115,206;713224;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;1;7;1;3;;;3;;;;8;8
317020;3,1702E+12;Feminino;Superior Completo;Assistente Social;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;03/02/2020;3170206;Minas gerais;Região Sudeste;Uberlândia;4115,206;713224;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;1;7;1;3;;;3;;;;8;8
317020;3,1702E+12;Feminino;Superior Completo;Assistente Social;Empregada(o) Privada(o) (CLT);Técnico(a) de nível superior;De 21 a 30 horas semanais;16/10/2019;3170206;Minas gerais;Região Sudeste;Uberlândia;4115,206;713224;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;1;7;1;3;;;3;;;;8;8
317030;3,1703E+12;Feminino;Médio Completo;Sem formação profissional;Servidor(a) Estatutária(o);Serviços Gerais;De 41 a 44 horas semanais;24/10/2017;3170305;Minas gerais;Região Sudeste;Umburatiba;405,833;2684;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;;2;;;;;;;1;;1;;2
317030;3,1703E+12;Feminino;Médio Completo;Profissional de nível médio;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;26/09/2022;3170305;Minas gerais;Região Sudeste;Umburatiba;405,833;2684;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Comissionado;;Nível Médio;;;;;;;;;Comissionado;;;2;;;;;;;1;;1;;2
317130;3,1713E+12;Masculino;Superior Incompleto;Psicóloga(o);Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;06/01/2021;3171303;Minas gerais;Região Sudeste;Viçosa;299,418;76430;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Comissionado;;Nível Médio;;;;;;Psicólogo;;;Comissionado;;;1;2;;1;;;2;;;1;2;3
317130;3,1713E+12;Feminino;Especialização;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;25/07/2020;3171303;Minas gerais;Região Sudeste;Viçosa;299,418;76430;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;1;2;;1;;;2;;;1;2;3
317130;3,1713E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;15/08/2022;3171303;Minas gerais;Região Sudeste;Viçosa;299,418;76430;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;1;2;;1;;;2;;;1;2;3
317180;3,1718E+12;Masculino;Superior Completo;Advogada(o);Comissionada(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;04/07/2023;3171808;Minas gerais;Região Sudeste;Virginópolis;439,878;10314;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Comissionado;;;Nível Superior;;;;Advogado;;;;Comissionado;;;;3;;1;;1;1;;;1;2;3
317180;3,1718E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/01/2023;3171808;Minas gerais;Região Sudeste;Virginópolis;439,878;10314;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;;1;;1;1;;;1;2;3
317180;3,1718E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;04/09/2023;3171808;Minas gerais;Região Sudeste;Virginópolis;439,878;10314;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;3;;1;;1;1;;;1;2;3
317200;3,172E+12;Feminino;Superior Completo;Outra formação de nível superior;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;01/01/2021;3172004;Minas gerais;Região Sudeste;Visconde do Rio Branco;243,351;39160;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Comissionado;;;Nível Superior;;;;;;;;Comissionado;;;;3;;1;;;1;2;;1;;3
317200;3,172E+12;Masculino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/10/2014;3172004;Minas gerais;Região Sudeste;Visconde do Rio Branco;243,351;39160;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;1;;;1;2;;1;;3
317200;3,172E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;16/01/2018;3172004;Minas gerais;Região Sudeste;Visconde do Rio Branco;243,351;39160;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;1;;;1;2;;1;;3
320030;3,2003E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;15/12/2014;3200300;Espirito Santo;Região Sudeste;Alfredo Chaves;615,791;13836;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;4;1;1;;;2;1;;1;3;5
320030;3,2003E+12;Feminino;Superior Completo;Pedagoga(o);Terceirizada(o);Técnico(a) de nível superior;De 41 a 44 horas semanais;01/03/2018;3200300;Espirito Santo;Região Sudeste;Alfredo Chaves;615,791;13836;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;1;4;1;1;;;2;1;;1;3;5
320030;3,2003E+12;Feminino;Superior Completo;Psicóloga(o);Terceirizada(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;06/11/2023;3200300;Espirito Santo;Região Sudeste;Alfredo Chaves;615,791;13836;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;1;4;1;1;;;2;1;;1;3;5
