IBGE,NU_IDENTIFICADOR,rf_sexo,rf_escolaridade,rf_profissao,rf_vinculo,Nome_UF,Código Município Completo,Nome_Município
317200,"3,172E+12",Feminino,Fundamental Completo,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,317200,Visconde do Rio Branco
317200,"3,172E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,317200,Visconde do Rio Branco
317200,"3,172E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,317200,Visconde do Rio Branco
320030,"3,2003E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Espírito Santo,320030,Alfredo Chaves
320120,"3,2012E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Espírito Santo,320120,Cachoeiro de Itapemirim
320120,"3,2012E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Espírito Santo,320120,Cachoeiro de Itapemirim
320120,"3,2012E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Espírito Santo,320120,Cachoeiro de Itapemirim
320120,"3,2012E+12",Feminino,Superior Completo,Advogada(o),Sem Vínculo,Espírito Santo,320120,Cachoeiro de Itapemirim
320130,"3,2013E+12",Masculino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Masculino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Espírito Santo,320130,Cariacica
320130,"3,2013E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Espírito Santo,320130,Cariacica
320140,"3,2014E+12",Masculino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Espírito Santo,320140,Castelo
320140,"3,2014E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Espírito Santo,320140,Castelo
320140,"3,2014E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Espírito Santo,320140,Castelo
320140,"3,2014E+12",Feminino,Superior Completo,Psicóloga(o),Sem Vínculo,Espírito Santo,320140,Castelo
320140,"3,2014E+12",Feminino,Superior Incompleto,Profissional de nível médio,Sem Vínculo,Espírito Santo,320140,Castelo
320290,"3,2029E+12",Masculino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Espírito Santo,320290,Itarana
320290,"3,2029E+12",Masculino,Médio Completo,Sem formação profissional,Sem Vínculo,Espírito Santo,320290,Itarana
320405,"3,20405E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Espírito Santo,320405,Pedro Canário
320520,"3,2052E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Superior Completo,Assistente Social,Sem Vínculo,Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Superior Completo,Outra formação de nível superior,Empregada(o) Privado (CLT),Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Superior Completo,Enfermeira(o),Outro vínculo não permanente,Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Espírito Santo,320520,Vila Velha
320520,"3,2052E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Espírito Santo,320520,Vila Velha
320530,"3,2053E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Espírito Santo,320530,Vitória
320530,"3,2053E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Espírito Santo,320530,Vitória
320530,"3,2053E+12",Feminino,Superior Completo,Pedagoga(o),Voluntária(o),Espírito Santo,320530,Vitória
320530,"3,2053E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Espírito Santo,320530,Vitória
320530,"3,2053E+12",Feminino,Superior Completo,Advogada(o),Voluntária(o),Espírito Santo,320530,Vitória
320530,"3,2053E+12",Feminino,Superior Completo,Enfermeira(o),Voluntária(o),Espírito Santo,320530,Vitória
320530,"3,2053E+12",Feminino,Superior Completo,Sem formação profissional,Voluntária(o),Espírito Santo,320530,Vitória
320530,"3,2053E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Espírito Santo,320530,Vitória
330025,"3,30025E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330025,Arraial do Cabo
330030,"3,3003E+12",Masculino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Rio de Janeiro,330030,Barra do Piraí
330045,"3,30045E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330045,Belford Roxo
330070,"3,3007E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330070,Cabo Frio
330070,"3,3007E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio de Janeiro,330070,Cabo Frio
330070,"3,3007E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330070,Cabo Frio
330185,"3,30185E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330185,Guapimirim
330185,"3,30185E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Rio de Janeiro,330185,Guapimirim
330200,"3,302E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Rio de Janeiro,330200,Itaguaí
330200,"3,302E+12",Feminino,Superior Incompleto,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330200,Itaguaí
330240,"3,3024E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330240,Macaé
330240,"3,3024E+12",Feminino,Superior Completo,Advogada(o),Voluntária(o),Rio de Janeiro,330240,Macaé
330240,"3,3024E+12",Feminino,Médio Completo,Enfermeira(o),Voluntária(o),Rio de Janeiro,330240,Macaé
330240,"3,3024E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Rio de Janeiro,330240,Macaé
330250,"3,3025E+12",Feminino,Superior Completo,Assistente Social,Sem Vínculo,Rio de Janeiro,330250,Magé
330250,"3,3025E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio de Janeiro,330250,Magé
330250,"3,3025E+12",Feminino,Superior Completo,Advogada(o),Sem Vínculo,Rio de Janeiro,330250,Magé
330330,"3,3033E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330330,Niterói
330330,"3,3033E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio de Janeiro,330330,Niterói
330330,"3,3033E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Rio de Janeiro,330330,Niterói
330330,"3,3033E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio de Janeiro,330330,Niterói
330330,"3,3033E+12",Feminino,Superior Completo,Assistente Social,Sem Vínculo,Rio de Janeiro,330330,Niterói
330330,"3,3033E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330330,Niterói
330330,"3,3033E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330330,Niterói
330350,"3,3035E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Rio de Janeiro,330350,Nova Iguaçu
330350,"3,3035E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio de Janeiro,330350,Nova Iguaçu
330350,"3,3035E+12",Feminino,Médio Completo,Profissional de nível médio,Servidor(a) Estatutário(a),Rio de Janeiro,330350,Nova Iguaçu
330350,"3,3035E+12",Masculino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Rio de Janeiro,330350,Nova Iguaçu
330420,"3,3042E+12",Feminino,Superior Incompleto,Outra formação de nível superior,Sem Vínculo,Rio de Janeiro,330420,Resende
330420,"3,3042E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330420,Resende
330420,"3,3042E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio de Janeiro,330420,Resende
330420,"3,3042E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio de Janeiro,330420,Resende
330420,"3,3042E+12",Feminino,Superior Completo,Administrador(a),Outro vínculo não permanente,Rio de Janeiro,330420,Resende
330420,"3,3042E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio de Janeiro,330420,Resende
330420,"3,3042E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio de Janeiro,330420,Resende
330420,"3,3042E+12",Feminino,Superior Incompleto,Pedagoga(o),Sem Vínculo,Rio de Janeiro,330420,Resende
330420,"3,3042E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio de Janeiro,330420,Resende
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Incompleto,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Completo,Psicóloga(o),Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Masculino,Superior Completo,Analista de Sistema,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Completo,Pedagoga(o),Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Completo,Enfermeira(o),Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Completo,Outra formação de nível superior,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Incompleto,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Completo,Pedagoga(o),Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Incompleto,Profissional de nível médio,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Masculino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Superior Completo,Advogada(o),Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Rio de Janeiro,330455,Rio de Janeiro
330455,"3,30455E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio de Janeiro,330455,Rio de Janeiro
