IBGE;NU_IDENTIFICADOR;q48_3;q48_9;q48_10;q48_11;q48_12;q48_13;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d48_2_Faixas_etarias;d48_9;d48_11;d48_9bin1;d48_9bin2;d48_9bin3;d48_10bin1;d48_10bin2;d48_10bin3;d48_10bin4;d48_10bin5;d48_11bin1;d48_11bin2;d48_11bin3;d48_11bin4;d48_9bin1_sum;d48_9bin2_sum;d48_9bin3_sum;d48_10bin1_sum;d48_10bin2_sum;d48_10bin3_sum;d48_10bin4_sum;d48_10bin5_sum;d48_11bin1_sum;d48_11bin2_sum;d48_11bin3_sum;d48_11bin4_sum;nu_familias_acolhedoras
314535;3,14535E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;09/05/2023;3145356;Minas gerais;Região Sudeste;Novo Oriente de Minas;755,151;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;3;3;1;;;;;;;;10;10
314535;3,14535E+12;Masculino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;24/08/2016;3145356;Minas gerais;Região Sudeste;Novo Oriente de Minas;755,151;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;4;3;3;1;;;;;;;;10;10
314585;3,14585E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;25/06/2013;3145851;Minas gerais;Região Sudeste;Oratórios;89,068;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;;;;;;;;;;;1;1
314590;3,1459E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;24/11/2023;3145901;Minas gerais;Região Sudeste;Ouro Branco;258,726;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;2;1;;;;;;;;;5;5
314590;3,1459E+12;Feminino;Fundamental Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;11/01/2017;3145901;Minas gerais;Região Sudeste;Ouro Branco;258,726;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;2;1;;;;;;;;;5;5
314590;3,1459E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/10/2022;3145901;Minas gerais;Região Sudeste;Ouro Branco;258,726;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;2;1;;;;;;;;;5;5
314590;3,1459E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;22/08/2019;3145901;Minas gerais;Região Sudeste;Ouro Branco;258,726;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;2;1;;;;;;;;;5;5
314590;3,1459E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;28/07/2020;3145901;Minas gerais;Região Sudeste;Ouro Branco;258,726;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;2;1;;;;;;;;;5;5
314610;3,1461E+12;Feminino;Superior Incompleto;Sem formação profissional;Terceirizada(o);Família Acolhedora;15/01/2020;3146107;Minas gerais;Região Sudeste;Ouro Preto;1245,865;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;2;;;;;;;;;;2;2
314610;3,1461E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;03/10/2020;3146107;Minas gerais;Região Sudeste;Ouro Preto;1245,865;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;2;;;;;;;;;;2;2
314620;3,1462E+12;Feminino;Fundamental Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;01/02/2023;3146206;Minas gerais;Região Sudeste;Ouro Verde de Minas;175,482;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;;;;;;;;;;;1;1
314700;3,147E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/08/2021;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Feminino;Superior Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;29/08/2022;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;23/05/2019;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Feminino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;27/01/2023;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Feminino;Médio Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;03/08/2023;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Feminino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;01/12/2022;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Feminino;Superior Completo;Pedagoga(o);Outro vínculo não permanente;Família Acolhedora;29/08/2022;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;25/01/2021;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Masculino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/12/2021;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;14/03/2021;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;08/07/2021;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Masculino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;30/03/2023;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314700;3,147E+12;Feminino;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Família Acolhedora;03/08/2023;3147006;Minas gerais;Região Sudeste;Paracatu;8229,595;MG;Médio;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;4;7;4;;;;;;;;13;13
314720;3,1472E+12;Feminino;Fundamental Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;01/10/2022;3147204;Minas gerais;Região Sudeste;Paraguaçu;424,296;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;;;;;;;;;;2;2
314720;3,1472E+12;Masculino;Fundamental Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;01/10/2022;3147204;Minas gerais;Região Sudeste;Paraguaçu;424,296;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;;;;;;;;;;2;2
314730;3,1473E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;15/03/2021;3147303;Minas gerais;Região Sudeste;Paraisópolis;331,238;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;1;;;;;;;;;;1;1
314750;3,1475E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;12/04/2021;3147501;Minas gerais;Região Sudeste;Passabém;94,183;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;;;;;;;;;;;1;1
314790;3,1479E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;12/02/2019;3147907;Minas gerais;Região Sudeste;Passos;1338,07;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;2;2;;;;;;;;;8;8
314790;3,1479E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;07/06/2023;3147907;Minas gerais;Região Sudeste;Passos;1338,07;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;4;2;2;;;;;;;;;8;8
314790;3,1479E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;27/02/2023;3147907;Minas gerais;Região Sudeste;Passos;1338,07;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;4;2;2;;;;;;;;;8;8
314790;3,1479E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/03/2023;3147907;Minas gerais;Região Sudeste;Passos;1338,07;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;2;2;;;;;;;;;8;8
314790;3,1479E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;02/06/2020;3147907;Minas gerais;Região Sudeste;Passos;1338,07;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;2;2;;;;;;;;;8;8
314790;3,1479E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/02/2023;3147907;Minas gerais;Região Sudeste;Passos;1338,07;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;2;2;;;;;;;;;8;8
314790;3,1479E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;18/06/2013;3147907;Minas gerais;Região Sudeste;Passos;1338,07;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;2;2;;;;;;;;;8;8
314790;3,1479E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;27/01/2020;3147907;Minas gerais;Região Sudeste;Passos;1338,07;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;2;2;;;;;;;;;8;8
314850;3,1485E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/11/2021;3148509;Minas gerais;Região Sudeste;Pavão;601,19;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;5;4;;;;;;;;;;9;9
314850;3,1485E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/08/2018;3148509;Minas gerais;Região Sudeste;Pavão;601,19;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5;4;;;;;;;;;;9;9
314850;3,1485E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;05/07/2018;3148509;Minas gerais;Região Sudeste;Pavão;601,19;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5;4;;;;;;;;;;9;9
314850;3,1485E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;13/06/2016;3148509;Minas gerais;Região Sudeste;Pavão;601,19;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5;4;;;;;;;;;;9;9
314850;3,1485E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;17/07/2018;3148509;Minas gerais;Região Sudeste;Pavão;601,19;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5;4;;;;;;;;;;9;9
314850;3,1485E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/04/2018;3148509;Minas gerais;Região Sudeste;Pavão;601,19;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;5;4;;;;;;;;;;9;9
314850;3,1485E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;06/11/2017;3148509;Minas gerais;Região Sudeste;Pavão;601,19;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;5;4;;;;;;;;;;9;9
314850;3,1485E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;13/11/2019;3148509;Minas gerais;Região Sudeste;Pavão;601,19;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;5;4;;;;;;;;;;9;9
314850;3,1485E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;11/06/2019;3148509;Minas gerais;Região Sudeste;Pavão;601,19;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;5;4;;;;;;;;;;9;9
315010;3,1501E+12;Feminino;Fundamental Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;03/03/2021;3150109;Minas gerais;Região Sudeste;Piau;192,196;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;;1;;;;;;;;;2;2
315010;3,1501E+12;Feminino;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Família Acolhedora;01/06/2022;3150109;Minas gerais;Região Sudeste;Piau;192,196;MG;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1;;1;;;;;;;;;2;2
315140;3,1514E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;03/03/2023;3151404;Minas gerais;Região Sudeste;Pitangui;569,636;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;3;1;2;2;;;;;;;;6;6
315140;3,1514E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;10/03/2023;3151404;Minas gerais;Região Sudeste;Pitangui;569,636;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;1;2;2;;;;;;;;6;6
315140;3,1514E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;24/02/2023;3151404;Minas gerais;Região Sudeste;Pitangui;569,636;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;3;1;2;2;;;;;;;;6;6
315140;3,1514E+12;Feminino;Especialização;Pedagoga(o);Outro vínculo não permanente;Família Acolhedora;01/01/2022;3151404;Minas gerais;Região Sudeste;Pitangui;569,636;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;3;1;2;2;;;;;;;;6;6
315140;3,1514E+12;Feminino;Médio Incompleto;Sem formação profissional;Sem Vínculo;Família Acolhedora;08/03/0223;3151404;Minas gerais;Região Sudeste;Pitangui;569,636;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;1;2;2;;;;;;;;6;6
315140;3,1514E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;22/02/2023;3151404;Minas gerais;Região Sudeste;Pitangui;569,636;MG;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;3;1;2;2;;;;;;;;6;6
315180;3,1518E+12;Feminino;Médio Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;16/11/2016;3151800;Minas gerais;Região Sudeste;Poços de Caldas;546,67;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;3;;;;;;;;;;3;3
315180;3,1518E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;18/09/2014;3151800;Minas gerais;Região Sudeste;Poços de Caldas;546,67;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;3;;;;;;;;;;3;3
315180;3,1518E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;25/07/2016;3151800;Minas gerais;Região Sudeste;Poços de Caldas;546,67;MG;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;3;;;;;;;;;;3;3
